TASK_CODE,ACTIVITY_CODE,DESCRIPTION
L470,A106,Drafted response and sent to client for review; Reviewed complaint filed by opposing counsel; Prepared document production for discovery
L630,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L320,A101,Drafted discovery responses and coordinated with client for document production.
L410,A104,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L300,A104,Prepared response to motion for summary judgment filed on 05/04/2025.
L210,A106,Drafted discovery responses and coordinated with client for document production.
L130,A104,Drafted discovery responses and coordinated with client for document production.
L450,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L160,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L230,A107,Drafted discovery responses and coordinated with client for document production.
L660,A105,Drafted discovery responses and coordinated with client for document production.
L350,A102,Drafted initial complaint including claims for breach of contract and negligence.
L690,A102,Drafted initial complaint including claims for breach of contract and negligence.
L660,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L250,A106,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L420,A105,Reviewed complaint filed by opposing counsel; Drafted response and sent to client for review; Conducted legal research on relevant case law
L310,A103,Drafted discovery responses and coordinated with client for document production.
L220,A106,Prepared trial binder including witness list and exhibit summaries.
L300,A104,Participated in internal strategy meeting; Reviewed deposition transcript for key admissions; Drafted response and sent to client for review
L620,A101,Prepared response to motion for summary judgment filed on 05/24/2025.
L440,A106,Filed motion to compel discovery responses served on 06/04/2025.
L410,A105,Prepared response to motion for summary judgment filed on 04/22/2025.
L450,A104,Prepared trial binder including witness list and exhibit summaries.
L680,A107,Attended settlement conference and presented damages analysis.
L530,A106,Drafted and filed pretrial memorandum with factual and legal findings.
L310,A101,Drafted discovery responses and coordinated with client for document production.
L390,A107,Reviewed case law on empower robust synergies for motion in limine argument.
L680,A105,Drafted initial complaint including claims for breach of contract and negligence.
L460,A104,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L520,A106,Attended settlement conference and presented damages analysis.
L260,A101,Reviewed case law on evolve open-source paradigms for motion in limine argument.
L470,A105,Reviewed case law on repurpose wireless partnerships for motion in limine argument.
L390,A106,Drafted and filed pretrial memorandum with factual and legal findings.
L220,A105,Prepared response to motion for summary judgment filed on 04/16/2025.
L660,A106,Drafted initial complaint including claims for breach of contract and negligence.
L500,A106,Drafted initial complaint including claims for breach of contract and negligence.
L630,A103,Participated in internal strategy meeting; Prepared document production for discovery; Drafted response and sent to client for review
L340,A101,Drafted discovery responses and coordinated with client for document production.
L510,A103,Reviewed case law on reinvent dynamic metrics for motion in limine argument.
L520,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L160,A105,Prepared response to motion for summary judgment filed on 06/16/2025.
L240,A103,Prepared document production for discovery; Drafted response and sent to client for review; Participated in internal strategy meeting
L340,A101,Drafted discovery responses and coordinated with client for document production.
L340,A104,Drafted and filed pretrial memorandum with factual and legal findings.
L610,A107,Prepared response to motion for summary judgment filed on 05/13/2025.
L440,A104,Prepared trial binder including witness list and exhibit summaries.
L330,A106,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L390,A107,Prepared trial binder including witness list and exhibit summaries.
L310,A101,Prepared trial binder including witness list and exhibit summaries.
L160,A106,Prepared response to motion for summary judgment filed on 06/16/2025.
L630,A103,Prepared trial binder including witness list and exhibit summaries.
L530,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L220,A106,Drafted discovery responses and coordinated with client for document production.
L460,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L670,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L500,A104,Attended settlement conference and presented damages analysis.
L140,A103,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L120,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L500,A107,Drafted initial complaint including claims for breach of contract and negligence.
L610,A102,Attended settlement conference and presented damages analysis.
L260,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L210,A107,Prepared trial binder including witness list and exhibit summaries.
L150,A104,Drafted discovery responses and coordinated with client for document production.
L400,A104,Prepared response to motion for summary judgment filed on 06/10/2025.
L470,A104,Conducted deposition prep with {NAME_PLACEHOLDER} MD; outlined anticipated testimony.
L150,A106,Filed motion to compel discovery responses served on 05/09/2025.
L520,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L660,A107,Drafted discovery responses and coordinated with client for document production.
L510,A107,Reviewed case law on deliver user-centric methodologies for motion in limine argument.
L390,A101,Participated in internal strategy meeting; Reviewed complaint filed by opposing counsel; Conducted legal research on relevant case law
L500,A103,Drafted initial complaint including claims for breach of contract and negligence.
L450,A105,Reviewed case law on reinvent seamless action-items for motion in limine argument.
L140,A103,Attended settlement conference and presented damages analysis.
L230,A106,Reviewed case law on monetize proactive supply-chains for motion in limine argument.
L300,A102,Prepared trial binder including witness list and exhibit summaries.
L470,A105,Filed motion to compel discovery responses served on 05/21/2025.
L670,A102,Reviewed case law on implement revolutionary supply-chains for motion in limine argument.
L210,A105,Participated in internal strategy meeting; Reviewed deposition transcript for key admissions; Drafted response and sent to client for review
L500,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L130,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L440,A107,Reviewed case law on envisioneer visionary communities for motion in limine argument.
L140,A101,Prepared response to motion for summary judgment filed on 06/10/2025.
L300,A106,Drafted discovery responses and coordinated with client for document production.
L410,A104,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L430,A101,Drafted initial complaint including claims for breach of contract and negligence.
L190,A103,Drafted initial complaint including claims for breach of contract and negligence.
L100,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L390,A106,Prepared trial binder including witness list and exhibit summaries.
L440,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L410,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L110,A103,Reviewed case law on e-enable e-business functionalities for motion in limine argument.
L450,A107,Prepared response to motion for summary judgment filed on 04/11/2025.
L420,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L600,A106,Attended settlement conference and presented damages analysis.
L220,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L400,A101,Drafted discovery responses and coordinated with client for document production.
L690,A103,Drafted initial complaint including claims for breach of contract and negligence.
L510,A107,Reviewed case law on synthesize robust models for motion in limine argument.
L100,A103,Attended settlement conference and presented damages analysis.
L600,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L420,A107,Prepared response to motion for summary judgment filed on 04/26/2025.
L690,A106,Drafted discovery responses and coordinated with client for document production.
L620,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L620,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L130,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L310,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L420,A105,Reviewed case law on synthesize 24/365 info-mediaries for motion in limine argument.
L670,A101,Drafted initial complaint including claims for breach of contract and negligence.
L220,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L250,A106,Filed motion to compel discovery responses served on 06/17/2025.
L650,A107,Filed motion to compel discovery responses served on 04/20/2025.
L350,A101,Reviewed case law on transition frictionless bandwidth for motion in limine argument.
L430,A101,Prepared trial binder including witness list and exhibit summaries.
L470,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L200,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L520,A102,Prepared trial binder including witness list and exhibit summaries.
L200,A106,Drafted discovery responses and coordinated with client for document production.
L210,A102,Drafted initial complaint including claims for breach of contract and negligence.
L610,A107,Filed motion to compel discovery responses served on 05/27/2025.
L520,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L320,A102,Prepared response to motion for summary judgment filed on 05/02/2025.
L650,A104,Drafted discovery responses and coordinated with client for document production.
L310,A105,Prepared response to motion for summary judgment filed on 04/10/2025.
L680,A104,Prepared document production for discovery; Reviewed deposition transcript for key admissions; Participated in internal strategy meeting
L530,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L250,A105,Drafted discovery responses and coordinated with client for document production.
L510,A101,Filed motion to compel discovery responses served on 04/15/2025.
L150,A102,Attended settlement conference and presented damages analysis.
L340,A103,Reviewed case law on synergize turn-key initiatives for motion in limine argument.
L610,A102,Reviewed case law on extend distributed communities for motion in limine argument.
L520,A103,Drafted discovery responses and coordinated with client for document production.
L350,A106,Filed motion to compel discovery responses served on 05/15/2025.
L140,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L110,A101,Reviewed case law on cultivate frictionless niches for motion in limine argument.
L520,A103,Reviewed case law on utilize scalable ROI for motion in limine argument.
L470,A102,Prepared response to motion for summary judgment filed on 06/03/2025.
L100,A101,Drafted initial complaint including claims for breach of contract and negligence.
L200,A101,Prepared response to motion for summary judgment filed on 06/12/2025.
L220,A105,Prepared trial binder including witness list and exhibit summaries.
L660,A105,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L450,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L460,A102,Attended settlement conference and presented damages analysis.
L250,A102,Drafted response and sent to client for review; Conducted legal research on relevant case law; Reviewed complaint filed by opposing counsel
L240,A106,Drafted discovery responses and coordinated with client for document production.
L140,A103,Participated in internal strategy meeting; Prepared document production for discovery; Conducted legal research on relevant case law
L260,A105,Reviewed case law on exploit holistic systems for motion in limine argument.
L230,A103,Prepared response to motion for summary judgment filed on 04/18/2025.
L670,A103,Reviewed case law on whiteboard killer platforms for motion in limine argument.
L450,A106,Drafted discovery responses and coordinated with client for document production.
L260,A104,Drafted discovery responses and coordinated with client for document production.
L620,A104,Reviewed case law on morph cutting-edge functionalities for motion in limine argument.
L530,A101,Conducted legal research on relevant case law; Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel
L400,A102,Reviewed case law on generate web-enabled users for motion in limine argument.
L200,A104,Drafted and filed pretrial memorandum with factual and legal findings.
L230,A101,Reviewed case law on monetize vertical bandwidth for motion in limine argument.
L300,A104,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L230,A107,Prepared trial binder including witness list and exhibit summaries.
L210,A104,Drafted initial complaint including claims for breach of contract and negligence.
L690,A106,Prepared response to motion for summary judgment filed on 05/20/2025.
L410,A106,Drafted initial complaint including claims for breach of contract and negligence.
L520,A107,Attended settlement conference and presented damages analysis.
L160,A107,Reviewed case law on transform strategic architectures for motion in limine argument.
L130,A105,Prepared trial binder including witness list and exhibit summaries.
L420,A101,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Drafted response and sent to client for review
L530,A106,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L140,A105,Filed motion to compel discovery responses served on 04/23/2025.
L200,A105,Conducted legal research on relevant case law; Reviewed deposition transcript for key admissions; Prepared document production for discovery
L400,A106,Prepared trial binder including witness list and exhibit summaries.
L130,A106,Drafted initial complaint including claims for breach of contract and negligence.
L340,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L160,A102,Filed motion to compel discovery responses served on 05/10/2025.
L230,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L660,A103,Drafted initial complaint including claims for breach of contract and negligence.
L650,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L140,A106,Prepared response to motion for summary judgment filed on 04/14/2025.
L310,A105,Drafted initial complaint including claims for breach of contract and negligence.
L470,A104,Conducted deposition prep with {NAME_PLACEHOLDER} MD; outlined anticipated testimony.
L420,A104,Drafted initial complaint including claims for breach of contract and negligence.
L200,A101,Prepared trial binder including witness list and exhibit summaries.
L160,A101,Attended settlement conference and presented damages analysis.
L160,A105,Prepared trial binder including witness list and exhibit summaries.
L100,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L520,A103,Drafted initial complaint including claims for breach of contract and negligence.
L160,A105,Filed motion to compel discovery responses served on 05/18/2025.
L650,A103,Prepared response to motion for summary judgment filed on 04/28/2025.
L340,A101,Prepared response to motion for summary judgment filed on 06/18/2025.
L260,A106,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Drafted response and sent to client for review
L460,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L670,A102,Prepared trial binder including witness list and exhibit summaries.
L450,A104,Reviewed complaint filed by opposing counsel; Prepared document production for discovery; Conducted legal research on relevant case law
L330,A104,Prepared trial binder including witness list and exhibit summaries.
L650,A106,Filed motion to compel discovery responses served on 06/06/2025.
L670,A102,Attended settlement conference and presented damages analysis.
L260,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L500,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L140,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L680,A102,Conducted deposition prep with {NAME_PLACEHOLDER} PhD; outlined anticipated testimony.
L440,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L110,A103,Reviewed case law on implement synergistic infrastructures for motion in limine argument.
L620,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L410,A103,Drafted discovery responses and coordinated with client for document production.
L530,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L300,A107,Reviewed case law on strategize compelling models for motion in limine argument.
L410,A103,Attended settlement conference and presented damages analysis.
L470,A104,Attended settlement conference and presented damages analysis.
L140,A105,Filed motion to compel discovery responses served on 05/14/2025.
L610,A102,Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel; Conducted legal research on relevant case law
L620,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L260,A104,Drafted discovery responses and coordinated with client for document production.
L260,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L230,A105,Participated in internal strategy meeting; Reviewed deposition transcript for key admissions; Conducted legal research on relevant case law
L680,A107,Prepared trial binder including witness list and exhibit summaries.
L230,A103,Prepared document production for discovery; Participated in internal strategy meeting; Conducted legal research on relevant case law
L620,A103,Attended settlement conference and presented damages analysis.
L100,A105,Conducted deposition prep with {NAME_PLACEHOLDER} MD; outlined anticipated testimony.
L120,A106,Attended settlement conference and presented damages analysis.
L140,A102,Prepared trial binder including witness list and exhibit summaries.
L310,A103,Drafted initial complaint including claims for breach of contract and negligence.
L330,A101,Prepared trial binder including witness list and exhibit summaries.
L300,A107,Attended settlement conference and presented damages analysis.
L400,A106,Drafted discovery responses and coordinated with client for document production.
L120,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L410,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L210,A104,Drafted discovery responses and coordinated with client for document production.
L650,A107,Prepared response to motion for summary judgment filed on 05/30/2025.
L100,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L350,A107,Conducted deposition prep with Mr. {NAME_PLACEHOLDER} & outlined anticipated testimony.
L100,A105,Reviewed complaint filed by opposing counsel; Prepared document production for discovery; Drafted response and sent to client for review
L260,A104,Prepared document production for discovery; Conducted legal research on relevant case law; Reviewed deposition transcript for key admissions
L210,A101,Filed motion to compel discovery responses served on 04/22/2025.
L340,A103,Drafted initial complaint including claims for breach of contract and negligence.
L650,A106,Prepared response to motion for summary judgment filed on 06/04/2025.
L400,A103,Drafted response and sent to client for review; Participated in internal strategy meeting; Reviewed deposition transcript for key admissions
L300,A102,Prepared response to motion for summary judgment filed on 05/19/2025.
L450,A101,Reviewed deposition transcript for key admissions; Participated in internal strategy meeting; Reviewed complaint filed by opposing counsel
L350,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L330,A104,Drafted and filed pretrial memorandum with factual and legal findings.
L400,A106,Reviewed case law on deliver web-enabled e-tailers for motion in limine argument.
L160,A104,Drafted discovery responses and coordinated with client for document production.
L660,A104,Prepared response to motion for summary judgment filed on 06/14/2025.
L350,A106,Drafted and filed pretrial memorandum with factual and legal findings.
L460,A104,Prepared trial binder including witness list and exhibit summaries.
L460,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L310,A102,Drafted discovery responses and coordinated with client for document production.
L100,A103,Prepared response to motion for summary judgment filed on 04/05/2025.
L300,A102,Reviewed complaint filed by opposing counsel; Conducted legal research on relevant case law; Participated in internal strategy meeting
L100,A103,Participated in internal strategy meeting; Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel
L210,A106,Prepared response to motion for summary judgment filed on 05/02/2025.
L230,A102,Conducted legal research on relevant case law; Participated in internal strategy meeting; Reviewed complaint filed by opposing counsel
L200,A103,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L190,A106,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L190,A107,Prepared response to motion for summary judgment filed on 06/16/2025.
L610,A105,Prepared response to motion for summary judgment filed on 04/05/2025.
L200,A107,Filed motion to compel discovery responses served on 05/12/2025.
L150,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L500,A102,Drafted discovery responses and coordinated with client for document production.
L430,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L510,A103,Prepared response to motion for summary judgment filed on 05/14/2025.
L470,A103,Drafted discovery responses and coordinated with client for document production.
L130,A106,Filed motion to compel discovery responses served on 06/07/2025.
L220,A102,Prepared trial binder including witness list and exhibit summaries.
L400,A103,Prepared trial binder including witness list and exhibit summaries.
L260,A101,Drafted initial complaint including claims for breach of contract and negligence.
L330,A105,Drafted discovery responses and coordinated with client for document production.
L680,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L520,A101,Conducted legal research on relevant case law; Drafted response and sent to client for review; Reviewed deposition transcript for key admissions
L120,A102,Reviewed deposition transcript for key admissions; Prepared document production for discovery; Participated in internal strategy meeting
L610,A104,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L210,A101,Filed motion to compel discovery responses served on 04/22/2025.
L220,A107,Drafted discovery responses and coordinated with client for document production.
L310,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L210,A104,Conducted legal research on relevant case law; Prepared document production for discovery; Participated in internal strategy meeting
L430,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L210,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L300,A103,Drafted response and sent to client for review; Participated in internal strategy meeting; Conducted legal research on relevant case law
L340,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L390,A102,Filed motion to compel discovery responses served on 05/30/2025.
L500,A103,Participated in internal strategy meeting; Prepared document production for discovery; Drafted response and sent to client for review
L320,A102,Prepared trial binder including witness list and exhibit summaries.
L470,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L610,A102,Reviewed case law on engage magnetic niches for motion in limine argument.
L610,A105,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Prepared document production for discovery
L520,A106,Reviewed case law on harness turn-key architectures for motion in limine argument.
L160,A102,Drafted discovery responses and coordinated with client for document production.
L110,A106,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L200,A105,Conducted legal research on relevant case law; Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions
L610,A106,Filed motion to compel discovery responses served on 06/09/2025.
L430,A105,Prepared trial binder including witness list and exhibit summaries.
L190,A105,Prepared response to motion for summary judgment filed on 04/19/2025.
L160,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L670,A105,Prepared response to motion for summary judgment filed on 05/25/2025.
L120,A102,Drafted discovery responses and coordinated with client for document production.
L390,A105,Prepared trial binder including witness list and exhibit summaries.
L240,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L120,A103,Reviewed case law on reinvent cross-platform niches for motion in limine argument.
L420,A103,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L420,A103,Drafted initial complaint including claims for breach of contract and negligence.
L240,A104,Reviewed case law on utilize next-generation content for motion in limine argument.
L310,A106,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L680,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L210,A104,Participated in internal strategy meeting; Reviewed deposition transcript for key admissions; Conducted legal research on relevant case law
L610,A102,Prepared response to motion for summary judgment filed on 04/24/2025.
L510,A102,Prepared response to motion for summary judgment filed on 04/12/2025.
L310,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L130,A104,Drafted and filed pretrial memorandum with factual and legal findings.
L390,A107,Drafted initial complaint including claims for breach of contract and negligence.
L390,A104,Drafted initial complaint including claims for breach of contract and negligence.
L600,A101,Conducted legal research on relevant case law; Participated in internal strategy meeting; Reviewed deposition transcript for key admissions
L190,A105,Prepared response to motion for summary judgment filed on 04/19/2025.
L440,A103,Drafted discovery responses and coordinated with client for document production.
L450,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L660,A101,Prepared response to motion for summary judgment filed on 06/07/2025.
L410,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L250,A103,Attended settlement conference and presented damages analysis.
L440,A102,Attended settlement conference and presented damages analysis.
L460,A103,Prepared response to motion for summary judgment filed on 05/11/2025.
L520,A101,Attended settlement conference and presented damages analysis.
L260,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L310,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L330,A102,Reviewed case law on deploy strategic channels for motion in limine argument.
L660,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L670,A107,Attended settlement conference and presented damages analysis.
L340,A103,Prepared response to motion for summary judgment filed on 05/09/2025.
L330,A105,Drafted discovery responses and coordinated with client for document production.
L250,A107,Attended settlement conference and presented damages analysis.
L500,A102,Attended settlement conference and presented damages analysis.
L470,A102,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L520,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L120,A101,Prepared response to motion for summary judgment filed on 04/17/2025.
L220,A104,Filed motion to compel discovery responses served on 06/12/2025.
L450,A106,Attended settlement conference and presented damages analysis.
L350,A105,Filed motion to compel discovery responses served on 04/18/2025.
L230,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L300,A107,Reviewed case law on strategize compelling models for motion in limine argument.
L250,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L510,A106,Drafted discovery responses and coordinated with client for document production.
L250,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L650,A102,Attended settlement conference and presented damages analysis.
L350,A103,Drafted discovery responses and coordinated with client for document production.
L470,A103,Drafted discovery responses and coordinated with client for document production.
L120,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L330,A105,Drafted discovery responses and coordinated with client for document production.
L440,A105,Filed motion to compel discovery responses served on 04/19/2025.
L420,A103,Prepared response to motion for summary judgment filed on 04/23/2025.
L150,A106,Attended settlement conference and presented damages analysis.
L420,A105,Attended settlement conference and presented damages analysis.
L420,A104,Drafted discovery responses and coordinated with client for document production.
L650,A104,Filed motion to compel discovery responses served on 04/09/2025.
L630,A105,Attended settlement conference and presented damages analysis.
L100,A104,Prepared response to motion for summary judgment filed on 06/10/2025.
L680,A102,Reviewed case law on extend synergistic convergence for motion in limine argument.
L140,A104,Reviewed case law on optimize compelling experiences for motion in limine argument.
L470,A107,Reviewed case law on e-enable killer deliverables for motion in limine argument.
L660,A102,Drafted initial complaint including claims for breach of contract and negligence.
L440,A105,Filed motion to compel discovery responses served on 04/21/2025.
L450,A103,Attended settlement conference and presented damages analysis.
L190,A101,Drafted discovery responses and coordinated with client for document production.
L450,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L340,A102,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L530,A102,Drafted discovery responses and coordinated with client for document production.
L300,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L240,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L190,A104,Drafted initial complaint including claims for breach of contract and negligence.
L470,A104,Reviewed case law on exploit intuitive e-services for motion in limine argument.
L600,A106,Prepared response to motion for summary judgment filed on 04/13/2025.
L620,A107,Prepared response to motion for summary judgment filed on 05/14/2025.
L500,A101,Attended settlement conference and presented damages analysis.
L160,A107,Attended settlement conference and presented damages analysis.
L250,A106,Attended settlement conference and presented damages analysis.
L450,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L240,A106,Reviewed case law on cultivate distributed relationships for motion in limine argument.
L110,A103,Filed motion to compel discovery responses served on 04/24/2025.
L210,A103,Prepared response to motion for summary judgment filed on 04/16/2025.
L210,A102,Drafted initial complaint including claims for breach of contract and negligence.
L520,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L680,A101,Prepared trial binder including witness list and exhibit summaries.
L630,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L610,A103,Drafted discovery responses and coordinated with client for document production.
L520,A104,Reviewed case law on repurpose collaborative solutions for motion in limine argument.
L300,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L140,A103,Attended settlement conference and presented damages analysis.
L600,A103,Drafted initial complaint including claims for breach of contract and negligence.
L620,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L330,A101,Attended settlement conference and presented damages analysis.
L200,A105,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L120,A102,Drafted discovery responses and coordinated with client for document production.
L250,A103,Filed motion to compel discovery responses served on 04/12/2025.
L230,A103,Prepared trial binder including witness list and exhibit summaries.
L660,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L140,A107,Prepared trial binder including witness list and exhibit summaries.
L100,A101,Reviewed case law on whiteboard extensible communities for motion in limine argument.
L340,A103,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L600,A105,Prepared response to motion for summary judgment filed on 06/09/2025.
L440,A101,Attended settlement conference and presented damages analysis.
L260,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L300,A101,Prepared trial binder including witness list and exhibit summaries.
L420,A107,Prepared response to motion for summary judgment filed on 04/26/2025.
L200,A106,Reviewed case law on embrace e-business communities for motion in limine argument.
L510,A102,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L150,A101,Attended settlement conference and presented damages analysis.
L660,A105,Reviewed case law on integrate one-to-one communities for motion in limine argument.
L210,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L680,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L410,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L130,A105,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L450,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L530,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L120,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L650,A106,Attended settlement conference and presented damages analysis.
L460,A104,Attended settlement conference and presented damages analysis.
L300,A103,Reviewed deposition transcript for key admissions; Prepared document production for discovery; Conducted legal research on relevant case law
L200,A103,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L440,A103,Prepared response to motion for summary judgment filed on 05/16/2025.
L500,A105,Prepared response to motion for summary judgment filed on 04/04/2025.
L300,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L120,A103,Drafted initial complaint including claims for breach of contract and negligence.
