TASK_CODE,ACTIVITY_CODE,DESCRIPTION
TR410,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A102,Drafting cease and desist letter regarding mark infringement
TR410,A106,Coordinating foreign trademark filings with local counsel
TR410,A105,Conducting preliminary trademark clearance search
TR410,A103,Drafting response to descriptiveness refusal
TR410,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A104,Advising client on Madrid Protocol filing strategy
TR410,A106,Coordinating foreign trademark filings with local counsel
TR410,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A105,Advising client on Madrid Protocol filing strategy
TR410,A106,Drafting response to descriptiveness refusal
TR410,A107,Drafting cease and desist letter regarding mark infringement
TR410,A106,Drafting cease and desist letter regarding mark infringement
TR410,A106,Coordinating foreign trademark filings with local counsel
TR410,A105,Reviewing specimen of use and drafting statement of use
TR410,A106,Drafting and filing USPTO trademark application
TR410,A106,Conducting preliminary trademark clearance search
TR410,A106,Drafting cease and desist letter regarding mark infringement
TR410,A104,Preparing declaration of use and renewal documentation
TR410,A104,Drafting cease and desist letter regarding mark infringement
TR410,A103,Drafting and filing USPTO trademark application
TR410,A103,Advising client on Madrid Protocol filing strategy
TR410,A102,Coordinating foreign trademark filings with local counsel
TR410,A107,Preparing declaration of use and renewal documentation
TR410,A106,Preparing declaration of use and renewal documentation
TR410,A102,Conducting preliminary trademark clearance search
TR410,A104,Reviewing specimen of use and drafting statement of use
TR410,A107,Monitoring trademark docket and updating deadlines
TR410,A105,Drafting cease and desist letter regarding mark infringement
TR410,A102,Coordinating foreign trademark filings with local counsel
TR410,A102,Reviewing specimen of use and drafting statement of use
TR410,A107,Conducting preliminary trademark clearance search
TR410,A103,Monitoring trademark docket and updating deadlines
TR410,A104,Monitoring trademark docket and updating deadlines
TR410,A107,Conducting preliminary trademark clearance search
TR410,A106,Drafting cease and desist letter regarding mark infringement
TR410,A106,Conducting preliminary trademark clearance search
TR410,A104,Monitoring trademark docket and updating deadlines
TR410,A102,Drafting cease and desist letter regarding mark infringement
TR410,A105,Coordinating foreign trademark filings with local counsel
TR410,A105,Drafting cease and desist letter regarding mark infringement
TR410,A103,Drafting and filing USPTO trademark application
TR410,A107,Drafting cease and desist letter regarding mark infringement
TR410,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A104,Conducting preliminary trademark clearance search
TR410,A105,Drafting and filing USPTO trademark application
TR410,A105,Conducting preliminary trademark clearance search
TR410,A106,Preparing declaration of use and renewal documentation
TR410,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A106,Preparing declaration of use and renewal documentation
TR410,A104,Coordinating foreign trademark filings with local counsel
TR410,A102,Advising client on Madrid Protocol filing strategy
TR410,A105,Drafting response to descriptiveness refusal
TR410,A105,Monitoring trademark docket and updating deadlines
TR410,A105,Preparing declaration of use and renewal documentation
TR410,A106,Drafting and filing USPTO trademark application
TR410,A102,Advising client on Madrid Protocol filing strategy
TR410,A105,Drafting and filing USPTO trademark application
TR410,A104,Monitoring trademark docket and updating deadlines
TR410,A105,Advising client on Madrid Protocol filing strategy
TR410,A101,Advising client on Madrid Protocol filing strategy
TR410,A103,Preparing declaration of use and renewal documentation
TR410,A105,Drafting response to descriptiveness refusal
TR410,A102,Reviewing specimen of use and drafting statement of use
TR410,A106,Drafting cease and desist letter regarding mark infringement
TR410,A103,Reviewing specimen of use and drafting statement of use
TR410,A106,Coordinating foreign trademark filings with local counsel
TR410,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A106,Preparing declaration of use and renewal documentation
TR410,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A106,Conducting preliminary trademark clearance search
TR410,A101,Reviewing specimen of use and drafting statement of use
TR410,A107,Advising client on Madrid Protocol filing strategy
TR410,A101,Drafting and filing USPTO trademark application
TR410,A106,Drafting cease and desist letter regarding mark infringement
TR410,A102,Monitoring trademark docket and updating deadlines
TR410,A104,Drafting and filing USPTO trademark application
TR410,A101,Conducting preliminary trademark clearance search
TR410,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A101,Coordinating foreign trademark filings with local counsel
TR410,A104,Drafting and filing USPTO trademark application
TR410,A102,Monitoring trademark docket and updating deadlines
TR410,A107,Advising client on Madrid Protocol filing strategy
TR410,A106,Monitoring trademark docket and updating deadlines
TR410,A103,Reviewing specimen of use and drafting statement of use
TR410,A103,Drafting cease and desist letter regarding mark infringement
TR410,A107,Drafting cease and desist letter regarding mark infringement
TR410,A104,Monitoring trademark docket and updating deadlines
TR410,A107,Drafting cease and desist letter regarding mark infringement
TR410,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR410,A102,Monitoring trademark docket and updating deadlines
TR410,A102,Monitoring trademark docket and updating deadlines
TR410,A101,Monitoring trademark docket and updating deadlines
TR410,A102,Preparing declaration of use and renewal documentation
TR410,A101,Preparing declaration of use and renewal documentation
TR410,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A101,Monitoring trademark docket and updating deadlines
TR420,A107,Reviewing specimen of use and drafting statement of use
TR420,A103,Conducting preliminary trademark clearance search
TR420,A106,Drafting response to descriptiveness refusal
TR420,A102,Reviewing specimen of use and drafting statement of use
TR420,A103,Drafting and filing USPTO trademark application
TR420,A106,Conducting preliminary trademark clearance search
TR420,A103,Drafting cease and desist letter regarding mark infringement
TR420,A102,Drafting and filing USPTO trademark application
TR420,A103,Conducting preliminary trademark clearance search
TR420,A105,Conducting preliminary trademark clearance search
TR420,A101,Preparing declaration of use and renewal documentation
TR420,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A103,Monitoring trademark docket and updating deadlines
TR420,A106,Monitoring trademark docket and updating deadlines
TR420,A101,Coordinating foreign trademark filings with local counsel
TR420,A104,Drafting cease and desist letter regarding mark infringement
TR420,A107,Monitoring trademark docket and updating deadlines
TR420,A101,Coordinating foreign trademark filings with local counsel
TR420,A106,Monitoring trademark docket and updating deadlines
TR420,A101,Drafting response to descriptiveness refusal
TR420,A106,Drafting cease and desist letter regarding mark infringement
TR420,A106,Conducting preliminary trademark clearance search
TR420,A102,Drafting and filing USPTO trademark application
TR420,A106,Preparing declaration of use and renewal documentation
TR420,A102,Advising client on Madrid Protocol filing strategy
TR420,A102,Drafting and filing USPTO trademark application
TR420,A105,Monitoring trademark docket and updating deadlines
TR420,A104,Conducting preliminary trademark clearance search
TR420,A104,Monitoring trademark docket and updating deadlines
TR420,A103,Conducting preliminary trademark clearance search
TR420,A104,Drafting and filing USPTO trademark application
TR420,A105,Monitoring trademark docket and updating deadlines
TR420,A104,Drafting response to descriptiveness refusal
TR420,A105,Drafting and filing USPTO trademark application
TR420,A101,Advising client on Madrid Protocol filing strategy
TR420,A104,Advising client on Madrid Protocol filing strategy
TR420,A102,Drafting cease and desist letter regarding mark infringement
TR420,A101,Drafting response to descriptiveness refusal
TR420,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A107,Drafting cease and desist letter regarding mark infringement
TR420,A104,Drafting response to descriptiveness refusal
TR420,A105,Reviewing specimen of use and drafting statement of use
TR420,A107,Conducting preliminary trademark clearance search
TR420,A102,Drafting cease and desist letter regarding mark infringement
TR420,A107,Drafting response to descriptiveness refusal
TR420,A104,Drafting cease and desist letter regarding mark infringement
TR420,A105,Preparing declaration of use and renewal documentation
TR420,A102,Drafting and filing USPTO trademark application
TR420,A105,Coordinating foreign trademark filings with local counsel
TR420,A103,Drafting cease and desist letter regarding mark infringement
TR420,A101,Preparing declaration of use and renewal documentation
TR420,A103,Preparing declaration of use and renewal documentation
TR420,A105,Preparing declaration of use and renewal documentation
TR420,A101,Advising client on Madrid Protocol filing strategy
TR420,A103,Coordinating foreign trademark filings with local counsel
TR420,A107,Drafting response to descriptiveness refusal
TR420,A105,Conducting preliminary trademark clearance search
TR420,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A104,Coordinating foreign trademark filings with local counsel
TR420,A105,Conducting preliminary trademark clearance search
TR420,A102,Reviewing specimen of use and drafting statement of use
TR420,A102,Drafting response to descriptiveness refusal
TR420,A102,Drafting response to descriptiveness refusal
TR420,A103,Advising client on Madrid Protocol filing strategy
TR420,A104,Preparing declaration of use and renewal documentation
TR420,A105,Monitoring trademark docket and updating deadlines
TR420,A103,Drafting and filing USPTO trademark application
TR420,A105,Drafting response to descriptiveness refusal
TR420,A106,Reviewing specimen of use and drafting statement of use
TR420,A107,Advising client on Madrid Protocol filing strategy
TR420,A106,Advising client on Madrid Protocol filing strategy
TR420,A105,Drafting and filing USPTO trademark application
TR420,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A101,Conducting preliminary trademark clearance search
TR420,A107,Conducting preliminary trademark clearance search
TR420,A101,Advising client on Madrid Protocol filing strategy
TR420,A107,Drafting cease and desist letter regarding mark infringement
TR420,A106,Reviewing specimen of use and drafting statement of use
TR420,A107,Drafting cease and desist letter regarding mark infringement
TR420,A106,Monitoring trademark docket and updating deadlines
TR420,A103,Monitoring trademark docket and updating deadlines
TR420,A106,Drafting cease and desist letter regarding mark infringement
TR420,A105,Drafting and filing USPTO trademark application
TR420,A101,Preparing declaration of use and renewal documentation
TR420,A102,Monitoring trademark docket and updating deadlines
TR420,A107,Conducting preliminary trademark clearance search
TR420,A102,Monitoring trademark docket and updating deadlines
TR420,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A102,Reviewing specimen of use and drafting statement of use
TR420,A101,Coordinating foreign trademark filings with local counsel
TR420,A104,Reviewing specimen of use and drafting statement of use
TR420,A104,Conducting preliminary trademark clearance search
TR420,A102,Preparing declaration of use and renewal documentation
TR420,A104,Advising client on Madrid Protocol filing strategy
TR420,A107,Preparing declaration of use and renewal documentation
TR420,A104,Drafting response to descriptiveness refusal
TR420,A107,Monitoring trademark docket and updating deadlines
TR420,A102,Monitoring trademark docket and updating deadlines
TR420,A106,Preparing declaration of use and renewal documentation
TR420,A105,Conducting preliminary trademark clearance search
TR420,A104,Conducting preliminary trademark clearance search
TR420,A105,Drafting response to descriptiveness refusal
TR420,A106,Advising client on Madrid Protocol filing strategy
TR420,A105,Conducting preliminary trademark clearance search
TR420,A104,Drafting response to descriptiveness refusal
TR420,A107,Preparing declaration of use and renewal documentation
TR420,A101,Coordinating foreign trademark filings with local counsel
TR420,A101,Reviewing specimen of use and drafting statement of use
TR420,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A107,Preparing declaration of use and renewal documentation
TR420,A106,Reviewing specimen of use and drafting statement of use
TR420,A106,Reviewing specimen of use and drafting statement of use
TR420,A106,Coordinating foreign trademark filings with local counsel
TR420,A105,Conducting preliminary trademark clearance search
TR420,A103,Preparing declaration of use and renewal documentation
TR420,A101,Drafting response to descriptiveness refusal
TR420,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A107,Conducting preliminary trademark clearance search
TR420,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A104,Drafting cease and desist letter regarding mark infringement
TR420,A105,Drafting and filing USPTO trademark application
TR420,A107,Conducting preliminary trademark clearance search
TR420,A107,Drafting and filing USPTO trademark application
TR420,A101,Drafting response to descriptiveness refusal
TR420,A102,Monitoring trademark docket and updating deadlines
TR420,A107,Drafting response to descriptiveness refusal
TR420,A107,Monitoring trademark docket and updating deadlines
TR420,A103,Reviewing specimen of use and drafting statement of use
TR420,A106,Drafting and filing USPTO trademark application
TR420,A107,Preparing declaration of use and renewal documentation
TR420,A104,Advising client on Madrid Protocol filing strategy
TR420,A107,Monitoring trademark docket and updating deadlines
TR420,A104,Advising client on Madrid Protocol filing strategy
TR420,A107,Drafting response to descriptiveness refusal
TR420,A105,Reviewing specimen of use and drafting statement of use
TR420,A102,Drafting response to descriptiveness refusal
TR420,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A106,Preparing declaration of use and renewal documentation
TR420,A103,Drafting response to descriptiveness refusal
TR420,A103,Monitoring trademark docket and updating deadlines
TR420,A101,Monitoring trademark docket and updating deadlines
TR420,A104,Advising client on Madrid Protocol filing strategy
TR420,A102,Coordinating foreign trademark filings with local counsel
TR420,A106,Coordinating foreign trademark filings with local counsel
TR420,A107,Monitoring trademark docket and updating deadlines
TR420,A102,Monitoring trademark docket and updating deadlines
TR420,A104,Reviewing specimen of use and drafting statement of use
TR420,A107,Drafting response to descriptiveness refusal
TR420,A105,Drafting response to descriptiveness refusal
TR420,A105,Reviewing specimen of use and drafting statement of use
TR420,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A101,Monitoring trademark docket and updating deadlines
TR420,A105,Advising client on Madrid Protocol filing strategy
TR420,A101,Advising client on Madrid Protocol filing strategy
TR420,A106,Drafting and filing USPTO trademark application
TR420,A105,Drafting cease and desist letter regarding mark infringement
TR420,A104,Conducting preliminary trademark clearance search
TR420,A104,Drafting response to descriptiveness refusal
TR420,A104,Coordinating foreign trademark filings with local counsel
TR420,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A107,Preparing declaration of use and renewal documentation
TR420,A104,Coordinating foreign trademark filings with local counsel
TR420,A104,Coordinating foreign trademark filings with local counsel
TR420,A107,Advising client on Madrid Protocol filing strategy
TR420,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A101,Coordinating foreign trademark filings with local counsel
TR420,A107,Preparing declaration of use and renewal documentation
TR420,A103,Drafting response to descriptiveness refusal
TR420,A102,Drafting response to descriptiveness refusal
TR420,A106,Advising client on Madrid Protocol filing strategy
TR420,A103,Monitoring trademark docket and updating deadlines
TR420,A104,Drafting cease and desist letter regarding mark infringement
TR420,A105,Reviewing specimen of use and drafting statement of use
TR420,A107,Drafting response to descriptiveness refusal
TR420,A107,Drafting response to descriptiveness refusal
TR420,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A101,Drafting and filing USPTO trademark application
TR420,A102,Preparing declaration of use and renewal documentation
TR420,A103,Advising client on Madrid Protocol filing strategy
TR420,A102,Drafting response to descriptiveness refusal
TR420,A107,Reviewing specimen of use and drafting statement of use
TR420,A101,Drafting and filing USPTO trademark application
TR420,A101,Preparing declaration of use and renewal documentation
TR420,A106,Advising client on Madrid Protocol filing strategy
TR420,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A102,Drafting response to descriptiveness refusal
TR420,A101,Reviewing specimen of use and drafting statement of use
TR420,A102,Drafting and filing USPTO trademark application
TR420,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A101,Preparing declaration of use and renewal documentation
TR420,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A106,Conducting preliminary trademark clearance search
TR420,A105,Drafting and filing USPTO trademark application
TR420,A102,Drafting response to descriptiveness refusal
TR420,A102,Monitoring trademark docket and updating deadlines
TR420,A107,Coordinating foreign trademark filings with local counsel
TR420,A101,Monitoring trademark docket and updating deadlines
TR420,A107,Coordinating foreign trademark filings with local counsel
TR420,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A107,Coordinating foreign trademark filings with local counsel
TR420,A104,Drafting response to descriptiveness refusal
TR420,A105,Drafting response to descriptiveness refusal
TR420,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR420,A104,Drafting response to descriptiveness refusal
TR420,A104,Conducting preliminary trademark clearance search
TR430,A104,Preparing declaration of use and renewal documentation
TR430,A106,Drafting cease and desist letter regarding mark infringement
TR430,A105,Coordinating foreign trademark filings with local counsel
TR430,A105,Drafting cease and desist letter regarding mark infringement
TR430,A103,Drafting response to descriptiveness refusal
TR430,A102,Monitoring trademark docket and updating deadlines
TR430,A104,Drafting and filing USPTO trademark application
TR430,A107,Drafting response to descriptiveness refusal
TR430,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A104,Drafting and filing USPTO trademark application
TR430,A101,Advising client on Madrid Protocol filing strategy
TR430,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A106,Drafting response to descriptiveness refusal
TR430,A103,Drafting response to descriptiveness refusal
TR430,A106,Monitoring trademark docket and updating deadlines
TR430,A101,Drafting cease and desist letter regarding mark infringement
TR430,A103,Conducting preliminary trademark clearance search
TR430,A105,Drafting and filing USPTO trademark application
TR430,A106,Coordinating foreign trademark filings with local counsel
TR430,A107,Coordinating foreign trademark filings with local counsel
TR430,A106,Drafting cease and desist letter regarding mark infringement
TR430,A104,Drafting cease and desist letter regarding mark infringement
TR430,A104,Coordinating foreign trademark filings with local counsel
TR430,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A101,Drafting cease and desist letter regarding mark infringement
TR430,A103,Drafting cease and desist letter regarding mark infringement
TR430,A101,Advising client on Madrid Protocol filing strategy
TR430,A104,Reviewing specimen of use and drafting statement of use
TR430,A105,Coordinating foreign trademark filings with local counsel
TR430,A103,Coordinating foreign trademark filings with local counsel
TR430,A106,Reviewing specimen of use and drafting statement of use
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A103,Monitoring trademark docket and updating deadlines
TR430,A101,Drafting and filing USPTO trademark application
TR430,A103,Coordinating foreign trademark filings with local counsel
TR430,A102,Conducting preliminary trademark clearance search
TR430,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A105,Drafting cease and desist letter regarding mark infringement
TR430,A101,Conducting preliminary trademark clearance search
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A101,Monitoring trademark docket and updating deadlines
TR430,A107,Drafting and filing USPTO trademark application
TR430,A106,Reviewing specimen of use and drafting statement of use
TR430,A102,Advising client on Madrid Protocol filing strategy
TR430,A103,Drafting and filing USPTO trademark application
TR430,A102,Drafting cease and desist letter regarding mark infringement
TR430,A106,Drafting and filing USPTO trademark application
TR430,A105,Advising client on Madrid Protocol filing strategy
TR430,A103,Advising client on Madrid Protocol filing strategy
TR430,A105,Conducting preliminary trademark clearance search
TR430,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A107,Drafting and filing USPTO trademark application
TR430,A103,Drafting cease and desist letter regarding mark infringement
TR430,A103,Drafting response to descriptiveness refusal
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A102,Drafting response to descriptiveness refusal
TR430,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A104,Drafting cease and desist letter regarding mark infringement
TR430,A107,Reviewing specimen of use and drafting statement of use
TR430,A103,Drafting and filing USPTO trademark application
TR430,A103,Monitoring trademark docket and updating deadlines
TR430,A105,Drafting and filing USPTO trademark application
TR430,A105,Preparing declaration of use and renewal documentation
TR430,A101,Drafting response to descriptiveness refusal
TR430,A104,Drafting cease and desist letter regarding mark infringement
TR430,A102,Reviewing specimen of use and drafting statement of use
TR430,A101,Drafting cease and desist letter regarding mark infringement
TR430,A102,Coordinating foreign trademark filings with local counsel
TR430,A106,Drafting and filing USPTO trademark application
TR430,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A107,Coordinating foreign trademark filings with local counsel
TR430,A102,Reviewing specimen of use and drafting statement of use
TR430,A104,Monitoring trademark docket and updating deadlines
TR430,A105,Monitoring trademark docket and updating deadlines
TR430,A103,Reviewing specimen of use and drafting statement of use
TR430,A104,Reviewing specimen of use and drafting statement of use
TR430,A102,Drafting response to descriptiveness refusal
TR430,A102,Reviewing specimen of use and drafting statement of use
TR430,A103,Conducting preliminary trademark clearance search
TR430,A101,Drafting cease and desist letter regarding mark infringement
TR430,A106,Preparing declaration of use and renewal documentation
TR430,A104,Drafting response to descriptiveness refusal
TR430,A105,Coordinating foreign trademark filings with local counsel
TR430,A107,Monitoring trademark docket and updating deadlines
TR430,A106,Preparing declaration of use and renewal documentation
TR430,A105,Advising client on Madrid Protocol filing strategy
TR430,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A102,Drafting response to descriptiveness refusal
TR430,A107,Drafting cease and desist letter regarding mark infringement
TR430,A101,Drafting response to descriptiveness refusal
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A107,Drafting and filing USPTO trademark application
TR430,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A107,Drafting cease and desist letter regarding mark infringement
TR430,A103,Conducting preliminary trademark clearance search
TR430,A104,Drafting and filing USPTO trademark application
TR430,A102,Drafting response to descriptiveness refusal
TR430,A104,Drafting response to descriptiveness refusal
TR430,A104,Reviewing specimen of use and drafting statement of use
TR430,A103,Monitoring trademark docket and updating deadlines
TR430,A103,Monitoring trademark docket and updating deadlines
TR430,A101,Drafting cease and desist letter regarding mark infringement
TR430,A107,Drafting cease and desist letter regarding mark infringement
TR430,A101,Drafting response to descriptiveness refusal
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A106,Preparing declaration of use and renewal documentation
TR430,A103,Coordinating foreign trademark filings with local counsel
TR430,A101,Conducting preliminary trademark clearance search
TR430,A102,Drafting response to descriptiveness refusal
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A106,Conducting preliminary trademark clearance search
TR430,A105,Conducting preliminary trademark clearance search
TR430,A103,Drafting and filing USPTO trademark application
TR430,A104,Drafting cease and desist letter regarding mark infringement
TR430,A101,Conducting preliminary trademark clearance search
TR430,A104,Advising client on Madrid Protocol filing strategy
TR430,A107,Drafting and filing USPTO trademark application
TR430,A106,Preparing declaration of use and renewal documentation
TR430,A103,Reviewing specimen of use and drafting statement of use
TR430,A104,Preparing declaration of use and renewal documentation
TR430,A101,Drafting and filing USPTO trademark application
TR430,A103,Drafting response to descriptiveness refusal
TR430,A102,Coordinating foreign trademark filings with local counsel
TR430,A106,Drafting cease and desist letter regarding mark infringement
TR430,A107,Drafting response to descriptiveness refusal
TR430,A106,Drafting cease and desist letter regarding mark infringement
TR430,A102,Reviewing specimen of use and drafting statement of use
TR430,A107,Drafting response to descriptiveness refusal
TR430,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A105,Preparing declaration of use and renewal documentation
TR430,A106,Conducting preliminary trademark clearance search
TR430,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A103,Coordinating foreign trademark filings with local counsel
TR430,A105,Advising client on Madrid Protocol filing strategy
TR430,A107,Preparing declaration of use and renewal documentation
TR430,A106,Monitoring trademark docket and updating deadlines
TR430,A102,Drafting response to descriptiveness refusal
TR430,A105,Preparing declaration of use and renewal documentation
TR430,A105,Drafting response to descriptiveness refusal
TR430,A104,Advising client on Madrid Protocol filing strategy
TR430,A107,Preparing declaration of use and renewal documentation
TR430,A107,Drafting response to descriptiveness refusal
TR430,A104,Coordinating foreign trademark filings with local counsel
TR430,A101,Coordinating foreign trademark filings with local counsel
TR430,A104,Advising client on Madrid Protocol filing strategy
TR430,A102,Preparing declaration of use and renewal documentation
TR430,A103,Monitoring trademark docket and updating deadlines
TR430,A102,Reviewing specimen of use and drafting statement of use
TR430,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A102,Conducting preliminary trademark clearance search
TR430,A104,Conducting preliminary trademark clearance search
TR430,A104,Coordinating foreign trademark filings with local counsel
TR430,A102,Drafting and filing USPTO trademark application
TR430,A107,Drafting cease and desist letter regarding mark infringement
TR430,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A103,Conducting preliminary trademark clearance search
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A103,Drafting and filing USPTO trademark application
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A106,Coordinating foreign trademark filings with local counsel
TR430,A101,Monitoring trademark docket and updating deadlines
TR430,A101,Preparing declaration of use and renewal documentation
TR430,A103,Drafting response to descriptiveness refusal
TR430,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A102,Drafting and filing USPTO trademark application
TR430,A106,Reviewing specimen of use and drafting statement of use
TR430,A105,Drafting and filing USPTO trademark application
TR430,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A106,Conducting preliminary trademark clearance search
TR430,A106,Conducting preliminary trademark clearance search
TR430,A107,Drafting response to descriptiveness refusal
TR430,A105,Coordinating foreign trademark filings with local counsel
TR430,A103,Coordinating foreign trademark filings with local counsel
TR430,A102,Conducting preliminary trademark clearance search
TR430,A106,Coordinating foreign trademark filings with local counsel
TR430,A103,Drafting response to descriptiveness refusal
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A107,Drafting and filing USPTO trademark application
TR430,A104,Drafting cease and desist letter regarding mark infringement
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A103,Advising client on Madrid Protocol filing strategy
TR430,A104,Conducting preliminary trademark clearance search
TR430,A103,Drafting response to descriptiveness refusal
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A104,Preparing declaration of use and renewal documentation
TR430,A104,Monitoring trademark docket and updating deadlines
TR430,A105,Drafting cease and desist letter regarding mark infringement
TR430,A105,Advising client on Madrid Protocol filing strategy
TR430,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A105,Drafting and filing USPTO trademark application
TR430,A101,Drafting and filing USPTO trademark application
TR430,A104,Reviewing specimen of use and drafting statement of use
TR430,A105,Drafting and filing USPTO trademark application
TR430,A107,Drafting response to descriptiveness refusal
TR430,A102,Preparing declaration of use and renewal documentation
TR430,A105,Advising client on Madrid Protocol filing strategy
TR430,A103,Drafting cease and desist letter regarding mark infringement
TR430,A101,Monitoring trademark docket and updating deadlines
TR430,A105,Advising client on Madrid Protocol filing strategy
TR430,A107,Coordinating foreign trademark filings with local counsel
TR430,A102,Conducting preliminary trademark clearance search
TR430,A102,Drafting cease and desist letter regarding mark infringement
TR430,A102,Drafting response to descriptiveness refusal
TR430,A103,Drafting cease and desist letter regarding mark infringement
TR430,A105,Advising client on Madrid Protocol filing strategy
TR430,A101,Preparing declaration of use and renewal documentation
TR430,A101,Coordinating foreign trademark filings with local counsel
TR430,A102,Conducting preliminary trademark clearance search
TR430,A105,Coordinating foreign trademark filings with local counsel
TR430,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A101,Conducting preliminary trademark clearance search
TR430,A106,Drafting response to descriptiveness refusal
TR430,A101,Coordinating foreign trademark filings with local counsel
TR430,A106,Drafting and filing USPTO trademark application
TR430,A107,Drafting response to descriptiveness refusal
TR430,A101,Conducting preliminary trademark clearance search
TR430,A106,Drafting cease and desist letter regarding mark infringement
TR430,A102,Drafting and filing USPTO trademark application
TR430,A107,Conducting preliminary trademark clearance search
TR430,A107,Drafting response to descriptiveness refusal
TR430,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A103,Monitoring trademark docket and updating deadlines
TR430,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR430,A103,Drafting response to descriptiveness refusal
TR430,A106,Advising client on Madrid Protocol filing strategy
TR430,A104,Conducting preliminary trademark clearance search
TR430,A103,Drafting cease and desist letter regarding mark infringement
TR430,A106,Conducting preliminary trademark clearance search
TR430,A106,Coordinating foreign trademark filings with local counsel
TR440,A101,Drafting response to descriptiveness refusal
TR440,A102,Conducting preliminary trademark clearance search
TR440,A107,Drafting cease and desist letter regarding mark infringement
TR440,A104,Reviewing specimen of use and drafting statement of use
TR440,A102,Coordinating foreign trademark filings with local counsel
TR440,A101,Drafting cease and desist letter regarding mark infringement
TR440,A105,Drafting cease and desist letter regarding mark infringement
TR440,A102,Reviewing specimen of use and drafting statement of use
TR440,A101,Conducting preliminary trademark clearance search
TR440,A107,Coordinating foreign trademark filings with local counsel
TR440,A105,Drafting cease and desist letter regarding mark infringement
TR440,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A105,Preparing declaration of use and renewal documentation
TR440,A104,Drafting and filing USPTO trademark application
TR440,A103,Coordinating foreign trademark filings with local counsel
TR440,A102,Advising client on Madrid Protocol filing strategy
